Trading_date,Trading_period,Node,Price
2016-01-21,32,MTR0331,90.42
2016-01-21,33,MTR0331,89.1
2016-01-21,34,MTR0331,87.49
2016-01-21,35,MTR0331,86.72
2016-01-21,36,MTR0331,83.28
2016-01-21,37,MTR0331,63.32
2016-01-21,38,MTR0331,61.39
2016-01-21,39,MTR0331,59.93
2016-01-21,40,MTR0331,74.67
2016-01-21,41,MTR0331,71.84
2016-01-21,42,MTR0331,67.84
2016-01-21,43,MTR0331,69.51
2016-01-21,44,MTR0331,67.22
2016-01-21,45,MTR0331,76.92
2016-01-21,46,MTR0331,63
2016-01-21,47,MTR0331,77.76
2016-01-21,48,MTR0331,71.41
2016-01-22,1,MTR0331,68.81
2016-01-22,2,MTR0331,64.94
2016-01-22,3,MTR0331,61.06
2016-01-22,4,MTR0331,55.92
2016-01-22,5,MTR0331,57.43
2016-01-22,6,MTR0331,57.83
2016-01-22,7,MTR0331,55.54
2016-01-22,8,MTR0331,57.87
2016-01-22,9,MTR0331,47.28
2016-01-22,10,MTR0331,52.29
2016-01-22,11,MTR0331,54.89
2016-01-22,12,MTR0331,56.04
2016-01-22,13,MTR0331,57.85
2016-01-22,14,MTR0331,54.4
2016-01-22,15,MTR0331,59.98
2016-01-22,16,MTR0331,53.14
2016-01-22,17,MTR0331,60.75
2016-01-22,18,MTR0331,62.09
2016-01-22,19,MTR0331,64.67
2016-01-22,20,MTR0331,77.06
2016-01-22,21,MTR0331,81.68
2016-01-22,22,MTR0331,83.04
2016-01-22,23,MTR0331,84.68
2016-01-22,24,MTR0331,84.31
2016-01-22,25,MTR0331,83.85
2016-01-22,26,MTR0331,84.3
2016-01-22,27,MTR0331,92.08
2016-01-22,28,MTR0331,92.09
2016-01-22,29,MTR0331,91.21
2016-01-22,30,MTR0331,84.93
2016-01-22,31,MTR0331,83.78
2016-01-22,32,MTR0331,89
2016-01-22,33,MTR0331,84.46
2016-01-22,34,MTR0331,84.21
2016-01-22,35,MTR0331,84.57
2016-01-22,36,MTR0331,89.06
2016-01-22,37,MTR0331,82.12
2016-01-22,38,MTR0331,84.45
2016-01-22,39,MTR0331,83.97
2016-01-22,40,MTR0331,66.46
2016-01-22,41,MTR0331,65.93
2016-01-22,42,MTR0331,65.73
2016-01-22,43,MTR0331,79.45
2016-01-22,44,MTR0331,76.81
2016-01-22,45,MTR0331,78.19
2016-01-22,46,MTR0331,63.45
2016-01-22,47,MTR0331,64.29
2016-01-22,48,MTR0331,59.3
2016-01-23,1,MTR0331,56.46
2016-01-23,2,MTR0331,59.45
2016-01-23,3,MTR0331,55.81
2016-01-23,4,MTR0331,56.08
2016-01-23,5,MTR0331,55.38
2016-01-23,6,MTR0331,54.89
2016-01-23,7,MTR0331,52.4
2016-01-23,8,MTR0331,54.4
2016-01-23,9,MTR0331,46.91
2016-01-23,10,MTR0331,43.18
2016-01-23,11,MTR0331,52.19
2016-01-23,12,MTR0331,55.93
2016-01-23,13,MTR0331,57.23
2016-01-23,14,MTR0331,58.49
2016-01-23,15,MTR0331,59.52
2016-01-23,16,MTR0331,59.18
2016-01-23,17,MTR0331,59.97
2016-01-23,18,MTR0331,56.32
2016-01-23,19,MTR0331,58.3
2016-01-23,20,MTR0331,60.33
2016-01-23,21,MTR0331,62.47
2016-01-23,22,MTR0331,60.09
2016-01-23,23,MTR0331,57.32
2016-01-23,24,MTR0331,56.91
2016-01-23,25,MTR0331,56.03
2016-01-23,26,MTR0331,60.03
2016-01-23,27,MTR0331,59.92
2016-01-23,28,MTR0331,59.94
2016-01-23,29,MTR0331,57.8
2016-01-23,30,MTR0331,56.81
2016-01-23,31,MTR0331,56.37
2016-01-23,32,MTR0331,56.65
2016-01-23,33,MTR0331,56.65
2016-01-23,34,MTR0331,62.06
2016-01-23,35,MTR0331,62.38
2016-01-23,36,MTR0331,70.05
2016-01-23,37,MTR0331,70.11
2016-01-23,38,MTR0331,66.73
2016-01-23,39,MTR0331,61.8
2016-01-23,40,MTR0331,56.64
2016-01-23,41,MTR0331,67.94
2016-01-23,42,MTR0331,69.64
2016-01-23,43,MTR0331,76.47
2016-01-23,44,MTR0331,81.69
2016-01-23,45,MTR0331,81.45
2016-01-23,46,MTR0331,76.79
2016-01-23,47,MTR0331,75.79
2016-01-23,48,MTR0331,59.63
2016-01-24,1,MTR0331,62.89
2016-01-24,2,MTR0331,62.09
2016-01-24,3,MTR0331,57.17
2016-01-24,4,MTR0331,55.79
2016-01-24,5,MTR0331,56.22
2016-01-24,6,MTR0331,65.46
2016-01-24,7,MTR0331,58.3
2016-01-24,8,MTR0331,67.94
2016-01-24,9,MTR0331,55.69
2016-01-24,10,MTR0331,57.91
2016-01-24,11,MTR0331,70.59
2016-01-24,12,MTR0331,72.29
2016-01-24,13,MTR0331,76.12
2016-01-24,14,MTR0331,76.18
2016-01-24,15,MTR0331,72.32
2016-01-24,16,MTR0331,71.81
2016-01-24,17,MTR0331,58.96
2016-01-24,18,MTR0331,68.55
2016-01-24,19,MTR0331,69.29
2016-01-24,20,MTR0331,67.29
2016-01-24,21,MTR0331,64.07
2016-01-24,22,MTR0331,69.41
2016-01-24,23,MTR0331,72.18
2016-01-24,24,MTR0331,72.28
2016-01-24,25,MTR0331,60.07
2016-01-24,26,MTR0331,69.26
2016-01-24,27,MTR0331,69.58
2016-01-24,28,MTR0331,69.86
2016-01-24,29,MTR0331,70.01
2016-01-24,30,MTR0331,72.84
2016-01-24,31,MTR0331,83.22
2016-01-24,32,MTR0331,89.48
2016-01-24,33,MTR0331,87.49
2016-01-24,34,MTR0331,83.18
2016-01-24,35,MTR0331,86.14
2016-01-24,36,MTR0331,85.92
2016-01-24,37,MTR0331,82.33
2016-01-24,38,MTR0331,83.38
2016-01-24,39,MTR0331,83.21
2016-01-24,40,MTR0331,83.2
2016-01-24,41,MTR0331,80.43
2016-01-24,42,MTR0331,84.46
2016-01-24,43,MTR0331,90.68
2016-01-24,44,MTR0331,96.04
2016-01-24,45,MTR0331,84.37
2016-01-24,46,MTR0331,81.8
2016-01-24,47,MTR0331,79.25
2016-01-24,48,MTR0331,72.83
2016-01-25,1,MTR0331,77.02
2016-01-25,2,MTR0331,77.02
2016-01-25,3,MTR0331,77.65
2016-01-25,4,MTR0331,72.01
2016-01-25,5,MTR0331,65.49
2016-01-25,6,MTR0331,65.3
2016-01-25,7,MTR0331,65.22
2016-01-25,8,MTR0331,65.28
2016-01-25,9,MTR0331,67.03
2016-01-25,10,MTR0331,78.15
2016-01-25,11,MTR0331,77.75
2016-01-25,12,MTR0331,77.45
2016-01-25,13,MTR0331,76.09
2016-01-25,14,MTR0331,77.22
2016-01-25,15,MTR0331,57.96
2016-01-25,16,MTR0331,71.86
2016-01-25,17,MTR0331,75.81
2016-01-25,18,MTR0331,83.44
2016-01-25,19,MTR0331,83.67
2016-01-25,20,MTR0331,85.46
2016-01-25,21,MTR0331,87.19
2016-01-25,22,MTR0331,90.6
2016-01-25,23,MTR0331,90.7
2016-01-25,24,MTR0331,90.05
2016-01-25,25,MTR0331,88.57
2016-01-25,26,MTR0331,88.38
2016-01-25,27,MTR0331,89.15
2016-01-25,28,MTR0331,88.12
2016-01-25,29,MTR0331,87.91
2016-01-25,30,MTR0331,86.36
2016-01-25,31,MTR0331,89.16
2016-01-25,32,MTR0331,90.31
2016-01-25,33,MTR0331,89.93
2016-01-25,34,MTR0331,89.92
2016-01-25,35,MTR0331,86.41
2016-01-25,36,MTR0331,86.48
2016-01-25,37,MTR0331,77.62
2016-01-25,38,MTR0331,76.96
2016-01-25,39,MTR0331,76.99
2016-01-25,40,MTR0331,76.86
2016-01-25,41,MTR0331,76.75
2016-01-25,42,MTR0331,77.36
2016-01-25,43,MTR0331,78.66
2016-01-25,44,MTR0331,78.93
2016-01-25,45,MTR0331,72.22
2016-01-25,46,MTR0331,76.62
2016-01-25,47,MTR0331,63.83
2016-01-25,48,MTR0331,64.39
2016-01-26,1,MTR0331,57
2016-01-26,2,MTR0331,55.78
2016-01-26,3,MTR0331,55.34
2016-01-26,4,MTR0331,63.67
2016-01-26,5,MTR0331,64.12
2016-01-26,6,MTR0331,59.74
2016-01-26,7,MTR0331,55.06
2016-01-26,8,MTR0331,55.58
2016-01-26,9,MTR0331,55.72
2016-01-26,10,MTR0331,54.9
2016-01-26,11,MTR0331,58.16
2016-01-26,12,MTR0331,68.1
2016-01-26,13,MTR0331,80.21
2016-01-26,14,MTR0331,87.28
2016-01-26,15,MTR0331,83.86
2016-01-26,16,MTR0331,78.72
2016-01-26,17,MTR0331,84.15
2016-01-26,18,MTR0331,87.03
2016-01-26,19,MTR0331,86.68
2016-01-26,20,MTR0331,86.54
2016-01-26,21,MTR0331,92.65
2016-01-26,22,MTR0331,97.82
2016-01-26,23,MTR0331,119.03
2016-01-26,24,MTR0331,119.32
2016-01-26,25,MTR0331,117.72
2016-01-26,26,MTR0331,105.67
2016-01-26,27,MTR0331,119.22
2016-01-26,28,MTR0331,119.12
2016-01-26,29,MTR0331,119.18
2016-01-26,30,MTR0331,100.18
2016-01-26,31,MTR0331,104.18
2016-01-26,32,MTR0331,99.71
2016-01-26,33,MTR0331,99.6
2016-01-26,34,MTR0331,104.51
2016-01-26,35,MTR0331,98.18
2016-01-26,36,MTR0331,97.85
2016-01-26,37,MTR0331,95.52
2016-01-26,38,MTR0331,95.35
2016-01-26,39,MTR0331,90.82
2016-01-26,40,MTR0331,96.88
2016-01-26,41,MTR0331,89.71
2016-01-26,42,MTR0331,87.48
2016-01-26,43,MTR0331,88.77
2016-01-26,44,MTR0331,90.12
2016-01-26,45,MTR0331,90.35
2016-01-26,46,MTR0331,86.18
2016-01-26,47,MTR0331,81.81
2016-01-26,48,MTR0331,82.05
2016-01-27,1,MTR0331,67.48
2016-01-27,2,MTR0331,60.99
2016-01-27,3,MTR0331,74.34
2016-01-27,4,MTR0331,72.29
2016-01-27,5,MTR0331,61.63
2016-01-27,6,MTR0331,56.98
2016-01-27,7,MTR0331,56.25
2016-01-27,8,MTR0331,55.08
2016-01-27,9,MTR0331,55.76
2016-01-27,10,MTR0331,61.04
2016-01-27,11,MTR0331,60.87
2016-01-27,12,MTR0331,71.74
2016-01-27,13,MTR0331,72.27
2016-01-27,14,MTR0331,61.59
2016-01-27,15,MTR0331,40.01
2016-01-27,16,MTR0331,75.81
2016-01-27,17,MTR0331,73.98
2016-01-27,18,MTR0331,74.07
2016-01-27,19,MTR0331,69.73
2016-01-27,20,MTR0331,59.54
2016-01-27,21,MTR0331,57.11
2016-01-27,22,MTR0331,61.85
2016-01-27,23,MTR0331,61.81
2016-01-27,24,MTR0331,64.71
2016-01-27,25,MTR0331,86.4
2016-01-27,26,MTR0331,68.32
2016-01-27,27,MTR0331,68.27
2016-01-27,28,MTR0331,63.92
2016-01-27,29,MTR0331,62.69
2016-01-27,30,MTR0331,78.14
2016-01-27,31,MTR0331,85.42
2016-01-27,32,MTR0331,80.45
2016-01-27,33,MTR0331,85.42
2016-01-27,34,MTR0331,85.42
2016-01-27,35,MTR0331,75.17
2016-01-27,36,MTR0331,65.41
2016-01-27,37,MTR0331,51.96
2016-01-27,38,MTR0331,49.03
2016-01-27,39,MTR0331,44.13
2016-01-27,40,MTR0331,48.43
2016-01-27,41,MTR0331,49.41
2016-01-27,42,MTR0331,49.38
2016-01-27,43,MTR0331,24.8
2016-01-27,44,MTR0331,19.24
2016-01-27,45,MTR0331,45.23
2016-01-27,46,MTR0331,41.9
2016-01-27,47,MTR0331,43.28
2016-01-27,48,MTR0331,41.53
2016-01-28,1,MTR0331,53.28
2016-01-28,2,MTR0331,49.48
2016-01-28,3,MTR0331,41.43
2016-01-28,4,MTR0331,54.65
2016-01-28,5,MTR0331,40.06
2016-01-28,6,MTR0331,40.06
2016-01-28,7,MTR0331,40.06
2016-01-28,8,MTR0331,40.06
2016-01-28,9,MTR0331,44.49
2016-01-28,10,MTR0331,49.64
2016-01-28,11,MTR0331,56.17
2016-01-28,12,MTR0331,55.59
2016-01-28,13,MTR0331,61.62
2016-01-28,14,MTR0331,55.68
2016-01-28,15,MTR0331,50.98
2016-01-28,16,MTR0331,63.95
2016-01-28,17,MTR0331,63.06
2016-01-28,18,MTR0331,63.27
2016-01-28,19,MTR0331,62.04
2016-01-28,20,MTR0331,64.2
2016-01-28,21,MTR0331,69.53
2016-01-28,22,MTR0331,69.54
2016-01-28,23,MTR0331,69.54
2016-01-28,24,MTR0331,67.63
2016-01-28,25,MTR0331,66.5
2016-01-28,26,MTR0331,66.18
2016-01-28,27,MTR0331,68.22
2016-01-28,28,MTR0331,65.19
2016-01-28,29,MTR0331,58.88
2016-01-28,30,MTR0331,58.91
2016-01-28,31,MTR0331,58.89
2016-01-28,32,MTR0331,69.58
2016-01-28,33,MTR0331,66.92
2016-01-28,34,MTR0331,70.12
2016-01-28,35,MTR0331,81.24
2016-01-28,36,MTR0331,73.54
2016-01-28,37,MTR0331,51.29
2016-01-28,38,MTR0331,63.64
2016-01-28,39,MTR0331,61.28
2016-01-28,40,MTR0331,51.26
2016-01-28,41,MTR0331,50.71
2016-01-28,42,MTR0331,63.32
2016-01-28,43,MTR0331,64.73
2016-01-28,44,MTR0331,62.69
2016-01-28,45,MTR0331,81.44
2016-01-28,46,MTR0331,80.31
2016-01-28,47,MTR0331,76
2016-01-28,48,MTR0331,73.03
2016-01-29,1,MTR0331,66.17
2016-01-29,2,MTR0331,64.51
2016-01-29,3,MTR0331,64.19
2016-01-29,4,MTR0331,64.45
2016-01-29,5,MTR0331,64.3
2016-01-29,6,MTR0331,59.48
2016-01-29,7,MTR0331,59.37
2016-01-29,8,MTR0331,64.21
2016-01-29,9,MTR0331,64.21
2016-01-29,10,MTR0331,64.15
2016-01-29,11,MTR0331,64.97
2016-01-29,12,MTR0331,80.61
2016-01-29,13,MTR0331,82.61
2016-01-29,14,MTR0331,67.75
2016-01-29,15,MTR0331,62.37
2016-01-29,16,MTR0331,71.85
2016-01-29,17,MTR0331,69.66
2016-01-29,18,MTR0331,68.25
2016-01-29,19,MTR0331,77.32
2016-01-29,20,MTR0331,65.08
2016-01-29,21,MTR0331,76.68
2016-01-29,22,MTR0331,77.29
2016-01-29,23,MTR0331,77.91
2016-01-29,24,MTR0331,71.09
2016-01-29,25,MTR0331,71.23
2016-01-29,26,MTR0331,77.28
2016-01-29,27,MTR0331,75.86
2016-01-29,28,MTR0331,76.51
2016-01-29,29,MTR0331,78.23
2016-01-29,30,MTR0331,77.42
2016-01-29,31,MTR0331,78.19
2016-01-29,32,MTR0331,78.43
2016-01-29,33,MTR0331,71.33
2016-01-29,34,MTR0331,66.42
2016-01-29,35,MTR0331,65.36
2016-01-29,36,MTR0331,59.44
2016-01-29,37,MTR0331,58.07
2016-01-29,38,MTR0331,55.09
2016-01-29,39,MTR0331,53.33
2016-01-29,40,MTR0331,52.23
2016-01-29,41,MTR0331,52.38
2016-01-29,42,MTR0331,56.27
2016-01-29,43,MTR0331,62.07
2016-01-29,44,MTR0331,62.06
2016-01-29,45,MTR0331,80.78
2016-01-29,46,MTR0331,77.48
2016-01-29,47,MTR0331,81.84
2016-01-29,48,MTR0331,78.33
2016-01-30,1,MTR0331,62.02
2016-01-30,2,MTR0331,72.44
2016-01-30,3,MTR0331,77.25
2016-01-30,4,MTR0331,53.1
2016-01-30,5,MTR0331,62.74
2016-01-30,6,MTR0331,56.87
2016-01-30,7,MTR0331,53.44
2016-01-30,8,MTR0331,53.42
2016-01-30,9,MTR0331,58.94
2016-01-30,10,MTR0331,53.37
2016-01-30,11,MTR0331,57.43
2016-01-30,12,MTR0331,56.92
2016-01-30,13,MTR0331,63.26
2016-01-30,14,MTR0331,66.84
2016-01-30,15,MTR0331,55.72
2016-01-30,16,MTR0331,59.98
2016-01-30,17,MTR0331,65.79
2016-01-30,18,MTR0331,63.57
2016-01-30,19,MTR0331,65.92
2016-01-30,20,MTR0331,59.4
2016-01-30,21,MTR0331,65.94
2016-01-30,22,MTR0331,65.84
2016-01-30,23,MTR0331,55.83
2016-01-30,24,MTR0331,56.92
2016-01-30,25,MTR0331,56.76
2016-01-30,26,MTR0331,56.04
2016-01-30,27,MTR0331,65.46
2016-01-30,28,MTR0331,55.23
2016-01-30,29,MTR0331,52.01
2016-01-30,30,MTR0331,52.87
2016-01-30,31,MTR0331,51.52
2016-01-30,32,MTR0331,53.25
2016-01-30,33,MTR0331,53.62
2016-01-30,34,MTR0331,54.03
2016-01-30,35,MTR0331,51.16
2016-01-30,36,MTR0331,53.71
2016-01-30,37,MTR0331,54.93
2016-01-30,38,MTR0331,52.14
2016-01-30,39,MTR0331,51.74
2016-01-30,40,MTR0331,51.45
2016-01-30,41,MTR0331,40
2016-01-30,42,MTR0331,51.12
2016-01-30,43,MTR0331,57.04
2016-01-30,44,MTR0331,57.24
2016-01-30,45,MTR0331,57.45
2016-01-30,46,MTR0331,65.52
2016-01-30,47,MTR0331,60.36
2016-01-30,48,MTR0331,51.88
2016-01-31,1,MTR0331,52.28
2016-01-31,2,MTR0331,53.26
2016-01-31,3,MTR0331,53.01
2016-01-31,4,MTR0331,53.12
2016-01-31,5,MTR0331,53.01
2016-01-31,6,MTR0331,52.05
2016-01-31,7,MTR0331,51.71
2016-01-31,8,MTR0331,51.36
2016-01-31,9,MTR0331,50.94
2016-01-31,10,MTR0331,51.2
2016-01-31,11,MTR0331,53.5
2016-01-31,12,MTR0331,46.23
2016-01-31,13,MTR0331,62.78
2016-01-31,14,MTR0331,43.49
2016-01-31,15,MTR0331,26.89
2016-01-31,16,MTR0331,41.32
2016-01-31,17,MTR0331,41.22
2016-01-31,18,MTR0331,40.73
2016-01-31,19,MTR0331,37.79
2016-01-31,20,MTR0331,40.17
2016-01-31,21,MTR0331,40.42
2016-01-31,22,MTR0331,53.65
2016-01-31,23,MTR0331,51.88
2016-01-31,24,MTR0331,51.62
2016-01-31,25,MTR0331,48.23
2016-01-31,26,MTR0331,64.97
2016-01-31,27,MTR0331,51.79
2016-01-31,28,MTR0331,51.22
2016-01-31,29,MTR0331,51.12
2016-01-31,30,MTR0331,51.1
2016-01-31,31,MTR0331,50.86
2016-01-31,32,MTR0331,51.13
2016-01-31,33,MTR0331,50.91
2016-01-31,34,MTR0331,50.91
2016-01-31,35,MTR0331,50.87
2016-01-31,36,MTR0331,53.4
2016-01-31,37,MTR0331,53.45
2016-01-31,38,MTR0331,51.64
2016-01-31,39,MTR0331,41.5
2016-01-31,40,MTR0331,50.86
2016-01-31,41,MTR0331,40.59
2016-01-31,42,MTR0331,40.58
2016-01-31,43,MTR0331,52.08
2016-01-31,44,MTR0331,62.36
2016-01-31,45,MTR0331,68.09
2016-01-31,46,MTR0331,61.61
2016-01-31,47,MTR0331,60.39
2016-01-31,48,MTR0331,47.67
